talk,link,talk_type,review_count,status,abstract,notes,private_notes,reviewers,average_review_score
Gcdeshpande: Security Best Practices for Django Applications,https://cfp-2023.djangocon.africa/admin/talks/talk/90/change/,Regular talk - 45 minutes,0,S,"<p>Security is of utmost importance to most applications in general and web applications in particular. Django being one of the most popular Python-based web frameworks, applications developed using Django are always on the radar of hackers who try to find the vulnerabilities in the Django application and exploit the same for their benefit. Many times security is ignored or not well done due to a lack of awareness and the cost associated with it. But Security is too costly to be ignored. Although Django has many built-in security features, they are not sufficient to safeguard the application.  The talk begins with highlighting the importance of security and identifying security issues in Django applications using the Mozilla Observatory tool, then using the recommendations of the tool to secure them. Next, I will compare and contrast Mozilla's Web Security recommendations and Open Web Application Security Project(OWASP) Top 10 recommendations. Next, I will discuss built-in security features in Django. Finally, I will discuss the configuration settings and issues that may affect the secure deployment of Django applications.</p>
<p>Outline<br>
1. Importance of Security with respect to Web applications (02 Minutes)<br>
2. Identifying security issues using Mozilla Observatory (05 Minutes)<br>
3. OWASP Top 10 issues and how to address them in Django (15 Minutes)<br>
4. Built-in Security features in Django (10 Minutes) <br>
5. Secure Deployment of Django applications (03 Minutes)<br></p>",,,,
Gcdeshpande: Django Application Security: A Practical Approach,https://cfp-2023.djangocon.africa/admin/talks/talk/91/change/,Tutorial/Workshop (2 - 4 hours),2,S,"<p>Security is of utmost importance to most applications in general and web applications in particular. Django being one of the most popular Python-based web frameworks, applications developed using Django are always on the radar of hackers who try to find the vulnerabilities in the Django application and exploit the same for their benefit. Many times security is ignored or not well done due to a lack of awareness and the cost associated with it. But Security is too costly to be ignored. Although Django has many built-in security features, they are not sufficient to safeguard the application.  </p>
<h3>Outline <br></h3>
<h5>Module 1: Introduction (50 Minutes)</h5>
<ul>
<li>Importance of Security with respect to Web applications</li>
<li>Identifying security issues using Mozilla Observatory</li>
<li>Django penetration testing tools </li>
<li>Overview of OWASP Top 10 Issues</li>
</ul>
<p>---QA and Break (10 Minutes)---</p>
<h5>Module 2: The Django Middleware for security (100 Minutes)</h5>
<ul>
<li>Cross site scripting (XSS) protection</li>
<li>Cross site request forgery (CSRF) protection</li>
<li>SQL injection protection</li>
<li>Clickjacking protection</li>
<li>SSL/HTTPS</li>
</ul>
<p>---QA and Break (10 Minutes)---</p>
<ul>
<li>Host header validation</li>
<li>Referrer policy</li>
<li>Cross-origin opener policy</li>
<li>Session security</li>
<li>User-uploaded content</li>
</ul>
<p>---QA and Break (10 Minutes)---</p>
<h5>Module 3: Additional topics (50 Minutes)</h5>
<ul>
<li>Built-in Security features in Django </li>
<li>Security implications of logging</li>
<li>Cryptographic signing</li>
<li>Protecting the source code</li>
<li>Analyzing source code for vulnerabilities</li>
<li>Secure Deployment of Django applications</li>
</ul>",,,"Anna
muheue",1.875
daniele: A hands-on introduction to the Diátaxis documentation framework,https://cfp-2023.djangocon.africa/admin/talks/talk/92/change/,Tutorial/Workshop (2 - 4 hours),2,S,"<p>In recent years <a href=""https://diataxis.fr"">Diátaxis</a> has become one of the most popular approaches to thinking about and creating documentation. It's lightweight and used very widely. Its principles are used <a href=""https://docs.djangoproject.com/en/4.2/#how-the-documentation-is-organized"">in Django's own documentation</a> and is being adopted for Python's documentation too.</p>
<p>A key reason for its popularity is that it takes a lot of the pain out of working with documentation, especially for those who are not already confident and expert technical writers. It helps make for consistent, rational information architecture, and guides the work of maintainers iteratively towards improvement.</p>
<p>This workshop is a practical, hands-on session, that uses card games and other tools devised for the purpose. It has been tested and improved over the course of multiple editions, including hundreds of participants. There will be plenty of opportunity to turn the principles introduced to real-world problems.</p>",It makes no sense to video this event - it's hands-on workshop.,,"k
Anna",1.75
Sal: Django and Celery: Leveraging Distributed Workers for Scalable and Asynchronous Processing,https://cfp-2023.djangocon.africa/admin/talks/talk/94/change/,Regular talk - 25 minutes,2,S,"<p>In this talk, we will explore how Django and Celery can be used to achieve scalability, improved performance, and efficient handling of asynchronous tasks.</p>
<p>We will cover the fundamentals of task queues and the role of Celery in Django applications. We will discuss the key concepts of distributed workers, task scheduling, and message passing. We will also show you how to set up Celery in a Django project, configure task execution, and leverage different backends for storing task results.</p>
<p>We will explore real-world examples of using Celery to handle background tasks like email sending, image processing, and data analysis. We will also discuss best practices for monitoring and managing Celery workers to ensure optimal performance and reliability.</p>
<p>By the end of the talk, you will have a comprehensive understanding of how Django and Celery work together to provide scalable and responsive web applications. You will also be equipped with the practical knowledge you need to implement distributed task processing in your own projects.</p>","Audience

The target audience for this talk includes developers, DevOps professionals, and technology enthusiasts with a background in web development and a working knowledge of Django. Attendees should have a basic understanding of asynchronous programming and task queues, but no prior experience with Celery is required. The goal is to provide practical insights and hands-on tips to help participants implement distributed workers effectively in their Django projects.

Special Requirements

To provide a hands-on experience, i will need a stable internet connection during the talk for live demonstrations and code walkthroughs. The conference organizers are kindly requested to ensure that the network connectivity is robust to avoid any disruptions.",,"Lidya_
Cyra",2.0
Jmichaelmarks: Exploring the Depths of Accounting Automation with Mako built with Django,https://cfp-2023.djangocon.africa/admin/talks/talk/28/change/,Regular talk - 25 minutes,1,R,"<p>Join me for a chat showcasing our innovative internal accounting automation software, Mako, designed to revolutionize the advertising spend purchase order process. By automating accrual and reconciliation, as well as numerous routine tasks, our software streamlines workflows for the finance and accounting teams. Users can easily upload journal entries, pull reports, and access API functionality for seamless interaction with NetSuite, AirTable, and Ramp. Discover how our application development was made possible using the Django framework, and through the utilizing the Agile methodology, enabling us to deliver this robust solution to the team quickly and efficiently.</p>",,,sheena,-1.25
attara: Rediscovering Django: A Speedy Voyage to Mastering Web Development Frameworks,https://cfp-2023.djangocon.africa/admin/talks/talk/96/change/,Regular talk - 25 minutes,1,S,"<p>Are you eager to reignite your Django flame? Join me on an exhilarating journey as we dive back into the world of Django development. In this captivating talk, I will share my personal tale of rediscovering Django after a hiatus, offering valuable insights and strategies for accelerating your learning process.</p>
<p>From the essential foundations to advanced techniques, we'll explore the most efficient paths to mastering Django quickly. Uncover the hidden gems, unleash the power of Django's ecosystem, and learn to leverage its robust features to build scalable, high-performance web applications.</p>
<p>Whether you're a beginner seeking a fast track to proficiency or an experienced developer seeking a refresher, this talk will equip you with practical tips, resources, and best practices to expedite your Django journey. Reignite your passion for Django and join me as we embark on a thrilling adventure towards Django mastery!</p>",,,k,1.5
kojoidrissa: Mastering Django By Solving Local Problems,https://cfp-2023.djangocon.africa/admin/talks/talk/95/change/,Keynote - 1 hour,2,S,"<p>Software development is primarily about problem-solving. Django, with its multiple subsystems and broad ecosystem, has many problem-solving tools. Each can be used in different ways to solve different types of problems. We call the difference between ""senior"" &amp; ""junior"" developers ""experience"". The truth is, it's a difference in problem exposure. The 'senior' has seen and had to resolve a wider range of problems. When developers try to improve their skills and gain experience, they often look at Open Source software. Since much of the Open Source world is focused around the US and Europe, they often see software built by people in those regions. And that software is often built to solve problems in those regions.</p>
<p>However, most African nations have VASTLY different needs and contexts compared to European nations or the US. This difference becomes larger when you get outside of major cities. As such, the practices and patterns used to build solutions in many parts of Africa will be different from their EU and US counterparts. And many problems encountered by African developers may not be experienced by developers outside of the continent.</p>
<p>In this talk for developers of all levels, I'll discuss a different approach to increasing your experience, both with Django and as a software developer. Building solutions that fill personal or local needs lets you leverage your specific domain knowledge. In addition to providing a local solution, you'll also build new expertise with these tools, based on problems not encountered by other developers. That experience will not only benefit African developers, it can also benefit the larger global community.</p>","I'm submitting this as a Keynote, but I can adjust it to different lengths.

A 25-minute version will focus on the presentation of the core idea. A 45-minute version will add a bit more theory and examples. A keynote-length talk would add more about why and how I think this idea has value, and also have more time for questions. If the talk is accepted, I'm interested to hear feedback from people at the conference about the idea.",,"sheena
Anna",2.0
Catherine_Kiiru: Beyond open source contributions: Using open source principles to build sustainable solutions within tech communities,https://cfp-2023.djangocon.africa/admin/talks/talk/97/change/,Regular talk - 25 minutes,2,S,"<p>Open Source is a fantastic way for developers and tech enthusiasts to contribute to projects. However, we can use open source principles to move past contributions only, and build solutions that can solve some of the problems we face in tech. My talk will highlight projects the SpaceYaTech community in Kenya has managed to build through open source contributions, and innersource principles. 
Some of the community-built projects we have built include: 
- Mentorlst - a mentorship platform that connects people to tech experts in Africa
- Mastori - A blogging platform for SpaceYaTech built with Django
- SpaceYaTech Colabs - A collaboration platform for hosting open source and innersource projects</p>
<p>My audience is developers, designers and tech professionals in Africa who would like to contribute to open source and build sustainable solutions within their communities.</p>",,,"k
Anna",2.0
josae: Creative Brilliance Afroverse,https://cfp-2023.djangocon.africa/admin/talks/talk/98/change/,Regular talk - 45 minutes,1,S,"<p>Creative Brilliance Afroverse is a science engagement initiative that will seek to train, raise and inspire the next generation of African sci-fi and fantasy lovers, readers, and enthusiasts for the development and transformation of Africa. It has the sole aim of promoting sci-fi and fantasy genres of literature in Africa by making STEM pedagogy more innovative, ingenious, and geared towards problem-solving. Our main engagement approach is the organization of writing competitions to scout for gifted youths. Organizing book launches and creative writing sessions to teach and train young writers. Our main target group is young people and young adults. We seek to establish a formidable sci-fi and fantasy fanbase, and followers  - a crusade and movement here in Africa called Afroverians.  We aim to improve STEM education by making it more practical and transformative by inspiring the upcoming generation to be more innovative, ingenious, and pragmatic problem solvers in their societies and where ever they may find themselves. We also seek to awaken a new wave of teaching and learning of STEM to replace the old, vapid, and jejune ways of STEM literacy and pedagogy.  Our project has a team of STEM enthusiasts and lovers who have connections and networks with the various Science and Maths clubs in most Senior High schools here in Ghana and will be forming a liaison so they can work together effectively. Most of our participation and engagement will include writing competitions, book(novel, novellas, comic books) launches, seminars, creative writing conferences and workshops, movie shows, documentaries, podcasts, and publications to reach a diverse audience, especially the youth and young adults.</p>",,,k,0.0
Golden_1: Selecting the Ideal Platform for Your Community: A Comprehensive Guide,https://cfp-2023.djangocon.africa/admin/talks/talk/99/change/,Regular talk - 25 minutes,1,S,"<p>Selecting the perfect platform for your community is a game-changer when it comes to its success. It's like finding the right heart for your community's body! So, take a moment to think about what your community needs and where you want it to go. The platform you choose should be like a magnet, pulling in members from all corners, and making sure everyone feels included.
Go through the features and tools it offers; think of it as a playground where your community members can have endless fun and possibilities. Make sure it can grow with your community as it expands, like a tree that keeps getting taller and stronger. Security and privacy are crucial – they're like the walls that protect your community's little home from unwanted visitors.
And remember, every community needs a caretaker – someone to watch over it and make sure everyone is happy. So, look for a platform that offers excellent community management and support. But, of course, budget matters too. Think of it as the icing on the cake; the sweeter, the better, but it shouldn't break the bank!
By thoughtfully considering all these elements, you'll find the perfect platform to host your community. It will be like building a dream house together, where every member feels at home, fostering connection, creativity, and growth!</p>",,,k,0.0
harshitkohli1997: Bridging Data and Code: A Software Engineer's Perspective on Data Pipeline in Python,https://cfp-2023.djangocon.africa/admin/talks/talk/101/change/,Regular talk - 25 minutes,1,S,"<p>From the perspective of a software engineer, I embarked on a remarkable journey within my organization as I transitioned into the role of a data engineer. This transition was driven by my passion for building sophisticated analytics ecosystems and alleviating the burden of CPU load from our production database. Armed with my software engineering skills, I embraced the challenges of data engineering and set out to establish robust data pipelines. Using my expertise in programming, particularly in languages like Python, I designed and implemented efficient data extraction, transformation, and loading processes. By doing so, I not only relieved the strain on our production database but also ensured that data flowed seamlessly through our analytics ecosystem. I employed various technologies and frameworks to optimize data storage, retrieval, and processing, thus enabling our organization to derive valuable insights from our vast data repositories. This transition not only allowed me to leverage my software engineering experience but also empowered me to contribute significantly to our organization's data-driven decision-making processes.</p>
<h1>Introduction: (5 mins)</h1>
<ul>
<li>Topic brief introduction</li>
<li>Why data lake?</li>
<li>How with limited knowledge, Python web developers can create robust data pipelines that are ready for production</li>
</ul>
<h1>Unlocking Data Insights: How Cloud Storage Empowers Data Lakes: (5 mins)</h1>
<ul>
<li>Introduction to Big data file formats (Avro, parquet etc), columnar formats</li>
<li>Art of choosing an appropriate file format to cater the specific use cases</li>
<li>Transactional capabilities on top of existing data lakes or data storage</li>
</ul>
<h1>Setting up data pipeline on production: (12 mins)</h1>
<ul>
<li>Introduction to Pyspark and setting up hello world data pipeline, implementing data pipeline in practical setting( Data Collection, Data Processing, Storage and - - Organization, Analysis and Insights, Monitoring and Optimization)</li>
<li>Hands on the data ingestion script with python and pyspark, handling the DDL/DML commands, scheduling script using airflow.</li>
<li>Executing query our data lake with the pyspark, optimisation on the data lake, partitioning techniques.</li>
</ul>
<h1>Impact of setting up a data-lake:(3 mins)</h1>
<ul>
<li>The database experienced a decrease in CPU utilization (Almost 45- 50 % dip ).</li>
<li>We achieved cost savings exceeding $50,000 by transitioning from the use of bQuery to our internally developed data lake solution</li>
<li>Improved the analytics ecosystem, data integration from diverse sources</li>
</ul>
<h1>conclusion and QNA (5mins)</h1>
<ul>
<li>Open discussion and Q&amp;A session to address participants' queries and provide further clarification on the topics.</li>
<li>Summary of key takeaways and recommendations for participants to apply the learned techniques in their own ecosystems</li>
<li>Closing remarks</li>
</ul>","Pre-requisites & reading material
- Basic knowledge of python
- Enthusiasm to learn new things
- Love for Gifs and a lot of jokes",,k,2.0
JimmyTron: Django and Community Engagements: Unveiling the Mastori Project,https://cfp-2023.djangocon.africa/admin/talks/talk/100/change/,Regular talk - 25 minutes,1,S,"<p>Join me as I take you on a captivating journey through the Mastori project, a platform that embraces community storytelling and tech solutions. Named after the Kenyan slang ""Mastori"" meaning ""many stories,"" our vision was to create a space for developers to share impactful articles and insights while fostering community engagement.
Our vision is to provide a space for individuals to write about topics that have a positive impact on the growth of other developers. Additionally, the platform serves as a resource pool for those seeking specific tech solutions to their problems.</p>
<p><strong>Audience:</strong> This talk is tailored for developers, tech enthusiasts, and community builders attending DjangoCon Africa. Whether you are a seasoned Django expert or just starting your journey, this presentation will inspire and educate you on how Django can be a powerful catalyst for fostering community engagements.</p>
<p><strong>What to Expect:</strong> Join me as we embark on an exhilarating journey through the Mastori project, an innovative platform designed to empower developers to share their tech stories and insights. Through real-life experiences and valuable lessons learned, you'll discover how Django played a pivotal role in transforming a simple idea into a thriving community-driven application.</p>
<p><strong>Key Takeaways:</strong>
<em>Collaborative Development:</em> Learn how Django's feature-rich ecosystem enables seamless collaboration among team members, allowing for a cross-functional approach to application development.
<em>Fostering Inclusivity:</em> Explore how the Mastori project prioritized inclusivity, making it a welcoming space for beginners and newcomers to participate actively in the open-source community.
<em>Django Best Practices:</em> Uncover the specific Django features employed during the development process, including setting up the application, maintaining consistency, and ensuring efficient code reviews.
<em>Personal Growth and Impact:</em> Experience the emotional journey of building a community-driven platform, understanding the power of storytelling, and the positive impact it can have on fellow developers.
<em>Inspiration to Contribute:</em> Leave with a newfound passion for contributing to open-source projects and an understanding of how you can make a difference within the Django community and beyond.</p>","https://github.com/SpaceyaTech/mastori
Mastori is actively being developed and managed by opensource developers that are part of the SpaceYaTech community.",,k,1.75
emmarex: Scaling Django Web Applications: Strategies and Techniques for Real-World Success,https://cfp-2023.djangocon.africa/admin/talks/talk/93/change/,Regular talk - 45 minutes,1,S,"<p>Scalability is an important factor to consider when building any application. In today's world, it's essential to have a scalable architecture in place. Django is a Python framework that is well-suited for building scalable applications.
In this talk, I will share some tips and must-dos for building scalable applications with Django. I will also discuss some of the challenges of scaling Django applications and how to overcome them.
This talk is for anyone who is interested in building scalable web applications with Django. Whether you are a beginner or an experienced developer, you will learn something new from this talk.</p>",,,k,1.0
"danilovmy: Creating of really multilingual Django project, tips & tricks.",https://cfp-2023.djangocon.africa/admin/talks/talk/102/change/,Tutorial/Workshop (2 - 4 hours),1,S,"<p>In this workshop, I take my own Django-TOF open-source project and create a Really Multilingual Django Project. Here's how it should be done to avoid problems in the future.</p>
<ol>
<li>Starting a multilingual Django project. Check all milestones of the multilingual Project.</li>
<li>Static translated texts of the project. What's wrong with i18n.</li>
<li>Forget about makemessages and translations of .PO files.</li>
<li>Problems with Automatic Translation.</li>
<li>Why translatable dynamic content will not translate properly.</li>
<li>Why not use existing Django/Python multilingual solutions?</li>
</ol>","Since 2011 I worked as a developer in Translations Firma. I have seen many projects on PHP and Python. I want to share my experience for all, who start Multilinguale project or already has it.

Previous versions of this workshop were successfully presented at Django CON EU. 
Continuously improving and iterating based on feedback and real-world usage is an essential part of developing any project. 
Since 2022, I have made many changes to the library and collected more information about HOW people work with Multilingual Projects.",,k,1.0
danilovmy: Configure your Project right with Django AppConfig,https://cfp-2023.djangocon.africa/admin/talks/talk/103/change/,Regular talk - 25 minutes,1,S,"<p>In this talk i would like to discuss, how we work with settings in Django project and existed problems.</p>
<p>Of cause, we have classic solutions like django-environ, os.environ or os.getenv. They help us to store Django config data somewhere and convert it in project settings on start or later.
The reason to use it described in part ""III configuration"" of ""12 factor app"" declaration.
https://www.12factor.net/ru/config</p>
<p>Many developers blindly follow these rules from ""12 factor app"" without thinking about the disadvantages to using environment variable to store config data. </p>
<p>Problems occur if the project grows. New Django-batteries, additional libraries, other apps, developers, operational systems: all of them can brake fragile balance of settings.</p>
<p>Good design is to store and use config data separate for every application. And for that we have the library django-appconf. It get us the possibility to use AppConfig as own settings storage.
It seems like perfect Django-way solution, but this library contains some excessive code.</p>
<p>We can see how to improve the ideas from this library to solve our settings problems and store config information separate for every application in our project.</p>","Talk covers existing solutions like django-environ, os.environ or os.getenv.
after i show problems which not covered  in ""12 factor app"" if i use this solutions directly without thinking. 
Some of those problems are perfect described by Colm O'Connor in article ""Why avoid using environment variables as configuration?""

To solve existed problems i mix my solution with ideas from django-appconf library.",,k,2.0
"danilovmy: How to create my own Django-battery. A long way of pain, work, and happiness to Django-TOF module.",https://cfp-2023.djangocon.africa/admin/talks/talk/104/change/,Keynote - 1 hour,2,S,"<p>The history and the future of Django-TOF, a library for Multilingual projects.
In this talk, I want to discover the whole path of Django-TOF development.</p>
<ol>
<li>Architecture of the library, why this solution was chosen against many other internationalization libraries.</li>
<li>Hardcoding and Monkey patching. Wrong and good decisions for library development.</li>
<li>Deep diving into Django-Core. How to create Model Field Descriptor for your own goals.</li>
<li>ModelManager methods overriding to fetch additional data without high DB load.</li>
<li>Packaging. Let Poetry come into your life.</li>
<li>Publishing. Additional possibilities from Github.</li>
<li>Q&amp;A</li>
</ol>
<p>The link to the repository of Django-TOF here: https://github.com/danilovmy/django-tof</p>","I try to tell history of my package Django-Tof. How it was hard to dewelop, and why the package was completely owerriden after 2 years.

The link to repository https://github.com/danilovmy/django-tof",,"k
Anna",1.5
vishrutkohli: Unlocking peak potential of your Django web applications,https://cfp-2023.djangocon.africa/admin/talks/talk/106/change/,Tutorial/Workshop (2 - 4 hours),1,S,"<p>Description:
In today's interconnected world, network latency plays a crucial role in the performance and user experience of web applications. This hands-on workshop is designed to provide participants with a deep understanding of network latency and optimisations in Django frameworks and equip them with practical techniques to mitigate latency, optimise network protocols, leverage caching, connection pooling, and utilise tools for network analysis.</p>
<h3>Time : 2.5 hours</h3>
<h1>The workshop would be focussed on three things</h1>
<h2>1. What are network Problems</h2>
<ol>
<li>Introduction (15 minutes)<ul>
<li>About me and what i do</li>
<li>Overview of the workshop objectives, agenda, and the importance of addressing network latency in web applications.</li>
<li>Talking about different aspects of network issues such as slow connections, low network speeds, Database inefficiencies, web server configurations and connection throttling.</li>
<li>Setting up the Django project pushed to GitHub which already contains the above mentioned issues in multiples API’s.</li>
</ul>
</li>
<li>Understanding Network Models(15 min)<ul>
<li>Overview of the OSI model and TCP/IP protocol suite, highlighting their relevance to network communication and latency issues.</li>
<li>Explanation of how network latency manifests in Django web frameworks.</li>
</ul>
</li>
</ol>
<h2>2. How to figure out if there is a network issue</h2>
<ol>
<li>Network Analysis Tools (30 minutes)<ul>
<li>Introduction to essential tools for network analysis, including developer tools, Wireshark, and Man-in-the-Middle (MITM) techniques , Django Debug toolbar and cprofiler.</li>
<li>Setup and configuration of network analysis tools such as <strong><code>mitmproxy</code></strong> and Wireshark for Python applications.</li>
<li>Hands-on demonstration of using developer tools to diagnose different API’s and showcase network problems such slow connections, slow network speed, identify slow TLS handshakes and DNS resolution , and detect connection throttling and other performance bottlenecks.</li>
</ul>
</li>
</ol>
<h2>3. Optimising Data transport  to unlock peak performance</h2>
<ol>
<li>Optimising Network Protocols in Django (30 minutes)<ul>
<li>In-depth discussion on optimising network protocols, including HTTP, HTTP/2, HTTP/3, and gRPC, for improved performance and reduced latency.</li>
<li>implementing these protocols in the project in different Api’s  according to use cases and comparing their performances.</li>
<li>Identify slow reading backends (TCP zero window)</li>
</ul>
</li>
<li>Asynchronous Programming for Reduced Latency (30 minutes)<ul>
<li>Introduction to asynchronous programming models in Django, with a focus on ASGI vs WSGI.</li>
<li>Explanation of how asynchronous I/O enables non-blocking operations, reduces waiting time, and enhances network performance.</li>
<li>Live coding examples and hands-on exercises  to demonstrate the implementation of asynchronous I/O in django web applications.</li>
<li>Discussion of best practices and considerations when using asynchronous programming to minimize network latency.</li>
</ul>
</li>
<li>Connection Pooling and Caching (30 minutes)<ul>
<li>Exploration of connection pooling techniques in Django using libraries such as  <strong><code>Django ORM , psycopg2</code></strong>, <strong><code>SQLAlchemy</code></strong>, or <strong><code>aiopg</code></strong> to efficiently manage network(database and web ) connections and reduce overhead in web applications.</li>
<li>Explanation of caching mechanisms and their role in minimizing latency, including in-memory caching with libraries such as <strong><code>Redis</code></strong> or <strong><code>Memcached</code></strong>.</li>
<li>Best practices for implementing connection pooling and caching strategies  in the project.</li>
<li>Code examples and hands-on exercises to implement connection pooling and caching in django web applications.</li>
</ul>
</li>
<li>Q&amp;A and Wrap-up (15 minutes)<ul>
<li>Open discussion and Q&amp;A session to address participants' queries and provide further clarification on the workshop topics.</li>
<li>Summary of key takeaways and recommendations for participants to apply the learned techniques in their own Python web applications.</li>
<li>Closing remarks</li>
</ul>
</li>
</ol>",,,k,2.0
Brayan_Kai: Bring Machine Learning to Django Web Apps with MediaPipe,https://cfp-2023.djangocon.africa/admin/talks/talk/107/change/,Regular talk - 45 minutes,1,S,"<p>What if I tell you that you don't need to be an expert in Artificial Intelligence and Machine Learning to bring some of the great features to your Django Web Apps?</p>
<p>In this session, we'll explore what MediaPipe has to offer to easily bring Machine Learning features that are optimized for the web. In a fun and practical code sample, we'll explore the main Vision and Natural Language MediaPipe Tasks to potentially unlock new ideas and innovative features in your Django Web apps.</p>
<p>Join us as we explore the power of MediaPipe and discover how it can help you to take your Django web app to the next level!</p>","Below is a detailed description for my talk and the key takeaways atendees can expect to walk away from this sesssion 

Description 

Have you ever wondered how to leverage the power of Machine Learning in your Django Web Apps without diving deep into the complexities of AI development? If so, this talk is tailor-made for you!

MediaPipe offers off-the-shelf and customizable on-device ML solutions that you can integrate into your web app in just a few lines of code. This talk will provide an in-depth exploration of MediaPipe's capabilities, specifically focusing on Vision and Natural Language Processing tasks.

Through a hands-on code demonstration, I will guide attendees through the step-by-step process of integrating MediaPipe into their Django projects. With the goal of empowering Django developers of all skill levels to enhance their web applications with AI-driven functionalities. Whether you want to build object detection, facial recognition, sentiment analysis, or language translation into your web app, MediaPipe has got you covered.

No prior AI experience is required, just an eagerness to explore the potential of MediaPipe in revolutionizing your Django projects. Let's unlock the true potential of your web app together!

Key Takeaways
1. Gain insight into the capabilities of MediaPipe and its potential for Django: Understand how MediaPipe can empower Django developers, regardless of their Machine Learning expertise, to integrate powerful Vision and Natural Language Processing features just to mention in web applications.
2. Learn step-by-step integration of MediaPipe into Django projects: I will share practical implementation techniques and best practices for seamlessly integrating MediaPipe's functionalities into your Django Web Apps, enabling attendees to enhance user experiences with AI-driven features.
3. Discover innovative ideas and possibilities for Django Web Apps: I will explore use cases that showcase the diverse range of possibilities MediaPipe has to offer. Hence attendees will leave the session with a wealth of creative inspiration to transform their Django projects and elevate them to the next level.",,k,2.0
Brayan_Kai: Effective Strategies for Disability Inclusion in Open Source Communities,https://cfp-2023.djangocon.africa/admin/talks/talk/108/change/,Regular talk - 25 minutes,1,S,"<p>In today's world, where disability affects a significant percentage of the population, it is crucial for open source communities to address the challenges faced by persons with disabilities (PWDs) and work towards their inclusion. This talk will delve into practical measures such as referral programs, internal disability disclosures, and integrating disability into existing agendas rather than treating it as a separate issue. We will dive into disability mainstreaming with a focus on its role in promoting universal design and inclusivity. Attendees will gain insights into establishing disability mainstreaming committees, formulating action plans, implementing best practices, and monitoring and evaluating progress</p>","Below is a detailed description for my talk :

This talk explores the challenges faced by persons with disabilities (PWDs) and presents effective strategies to foster disability inclusion within open-source communities. Globally, disability affects a significant portion of the population, resulting in high levels of unemployment and low community participation of PWDs. PWDs often find themselves limited to low-paying entry-level jobs, perpetuating inequality and poverty. Women with disabilities and individuals with intellectual disabilities, or multiple disabilities face even greater employment disparities. By giving them a chance as Open Source Communities we will be opening them up to several opportunities. 

The talk will present a range of effective strategies, initiatives, and action plans to foster disability inclusion within open source communities. It will discuss the importance of transformational leadership that questions existing systems, paradigms, and assumptions to drive change. Additionally, creating a compelling vision for social change will be explored, emphasizing the need to address social inequalities in Open Source Communities.

We will delve into practical measures such as referral programs, internal disability disclosures, and integrating disability into existing agendas rather than treating it as a separate issue. I will also emphasize the significance of education and awareness training programs aimed at challenging stereotypes and empowering individuals with disabilities to contribute meaningfully to Open Source programs.

Moreover, disability mainstreaming will be a central theme of the talk, with a focus on its role in promoting universal design and inclusivity. Attendees will gain insights into establishing disability mainstreaming committees, formulating action plans, implementing best practices, and monitoring and evaluating progress. The importance of crafting unique work plans and establishing quarterly reporting workflows specific to each open source community will also be discussed.

By the end of the talk, attendees will leave with actionable strategies to foster disability inclusion within their open source communities. The aim is to create an environment that is more inclusive, welcoming, and empowering for persons with disabilities, ultimately enriching the open source movement as a whole.",,k,1.75
